,Stock,fiscalDateEnding,PER,PBV,Acid_test,ATR,CCC,ROA,DER,NPM,EM,Return
0,A,2023-06-30,117.22639803854834,3.280427372835582,26.970165289256197,0.15650481838398814,484.82433946271055,0.027983691623424758,0.8668050510292337,0.1788040260509177,1.8668050510292338,1
1,A,2023-03-31,115.6875395341353,3.729463679459257,12.466386554621849,0.15953841926916384,473.10482112145485,0.032237384375858595,0.9466928151185594,0.2020665901262916,1.9466928151185594,1
2,A,2022-12-31,119.3000783091006,4.168479758616504,76.11111111111111,0.1740410178503608,425.0012501403539,0.03494113178883403,0.985296889726673,0.20076377523186034,1.985296889726673,1
3,A,2022-09-30,108.40327671595983,3.4018197290681784,14.88888888888889,0.16320106829454406,419.65012486052814,0.03138115223197253,1.05932036927912,0.19228521332554063,2.05932036927912,0
4,A,2022-06-30,128.24794407308536,3.3610652009589086,15.462857142857143,0.15169775227164037,416.9103034271074,0.02620755619320899,1.0411948457633737,0.17276166456494324,2.0411948457633735,0
5,A,2022-03-31,138.59094410818793,3.7979313627013833,5.919964430473986,0.16006584680933475,385.092164953588,0.027403892708434203,1.003686457120683,0.17120387174833634,2.003686457120683,1
6,A,2021-12-31,107.62760345320896,4.443848736694849,3.5794059186989826,0.15450723960765997,388.84187149065576,0.041289117234936945,0.9864538875487103,0.2672309552599758,1.9864538875487103,1
7,A,2021-09-30,178.1687923778187,4.483515507362896,21.646153846153847,0.14917548374797446,383.85370019126765,0.025164426651415498,1.1211079660331582,0.16869009584664538,2.121107966033158,0
8,A,2021-06-30,204.05718337164987,4.238925909624578,13.282926829268293,0.14473937295633776,373.49346287633443,0.0207732256203116,1.1617463617463617,0.14352159468438538,2.1617463617463617,0
9,A,2021-03-31,132.30870366096497,3.938898765180681,8.687898089171975,0.1575356626007856,371.6146131018422,0.029770518916683895,1.0137385512073271,0.1889763779527559,2.0137385512073274,0
10,A,2020-12-31,160.22760030385612,3.6948714311266286,35.93333333333333,0.15196842214604758,397.9467243283033,0.023060143346837023,0.9755797250153909,0.151742993848257,1.975579725015391,0
11,A,2020-09-30,153.4876920997198,3.199670095102057,62.475,0.13052587471192123,432.32604152017575,0.02084642782317201,0.9164826340092351,0.15971107544141253,1.9164826340092351,0
12,A,2020-06-30,263.89978722298497,2.819024696935112,3.2237017310252996,0.12913802221047066,403.72985003915653,0.010682178741406664,0.983011744966443,0.08271908271908272,1.983011744966443,0
13,A,2020-03-31,110.13456393014356,2.2836026833215746,3.3002754820936637,0.1411430375749921,388.1399299342701,0.020734659509525313,0.9597772277227723,0.14690529455630127,1.9597772277227723,0
14,A,2019-12-31,132.448384353795,2.7184708595679465,4.074675324675325,0.14071096064325012,384.0311363366634,0.02052475666525603,0.9907329401853412,0.14586466165413534,1.9907329401853413,1
15,A,2019-09-30,120.97648500772047,2.6790154940840125,26.970165289256197,0.1456231884057971,375.9717409121123,0.022144927536231884,0.8169370128502212,0.1520700636942675,1.8169370128502211,0
